ID,Publisher,Time,Author,Title
2351,HarperCollins Publishers,10/4/2016,Garth Nix,Goldenhand (Abhorsen Series #5)
2352,Salamandra,6/1/2015,J. K. Rowling,Harry Potter y el cáliz de fuego (Harry Potter and the Goblet of Fire)
2353,Da Capo Press,11/21/2017,Kate Spencer,"The Dead Moms Club: A Memoir about Death, Grief, and Surviving the Mother of All Losses"
2354,HarperCollins Publishers,10/26/2004,C. S. Lewis,The Chronicles of Narnia: One Volume
2355,Random House Children's Books,4/28/1999,Bonnie Worth,"Oh, Say Can You Say Di-no-saur?: All About Dinosaurs (Cat in the Hat's Learning Library Series)"
2356,Wiley,5/1/2017,Eric Tyson,Investing All-in-One For Dummies
2357,Wiley,4/27/2015,Consumer Dummies,Starting a Business All-In-One For Dummies
2358,"Little, Brown and Company",10/17/2017,James Patterson,Cradle and All
2359,"BenBella Books, Inc.",5/19/2015,Del Sroufe,"The China Study Quick & Easy Cookbook: Cook Once, Eat All Week with Whole Food, Plant-Based Recipes"
2360,Penguin Young Readers Group,11/11/2010,Caralyn Buehner,Snowmen All Year
2361,HarperCollins Publishers,7/25/2017,Katrina Leno,Everything All at Once
2362,Atria Books,7/17/2018,Colleen Hoover,All Your Perfects: A Novel
2363,HarperCollins Publishers,9/1/2015,Terry Pratchett,A Hat Full of Sky: The Second Tiffany Aching Adventure (Discworld Series #32)
2364,Disney Press,7/14/2009,Eoin Colfer,Artemis Fowl; The Eternity Code
2365,Wiley,5/1/2017,Nikhil Abraham,Coding All-in-One For Dummies
2366,Simon & Schuster Books For Young Readers,6/15/2010,Jane Yolen,Not All Princesses Dress in Pink
2367,Chronicle Books LLC,4/18/2012,Tom Limbert,Dad's Playbook: Wisdom for Fathers from the Greatest Coaches of All Time
2368,Haymarket Books,3/7/2017,Rebecca Solnit,The Mother of All Questions
2369,HarperCollins Publishers,12/5/2017,Leslie Connor,All Rise for the Honorable Perry T. Cook
2370,HarperCollins Publishers,9/27/2005,Garth Nix,The Abhorsen Trilogy Box Set
2371,HarperCollins Publishers,3/5/2002,C. S. Lewis,The Voyage of the Dawn Treader (Chronicles of Narnia Series #5)
2372,McGraw-Hill Professional Publishing,6/7/2016,Fernando Maymi,"CISSP All-in-One Exam Guide, Seventh Edition / Edition 7"
2373,Random House Children's Books,5/27/2003,Philip Pullman,The Amber Spyglass (His Dark Materials Series #3)
2374,Penguin Publishing Group,6/24/2014,Elizabeth Gilbert,The Signature of All Things
2375,Katalitix,12/29/2015,Jamie Koufman,Dr. Koufman's Acid Reflux Diet: With 111 All New Recipes Including Vegan & Gluten-Free: The Never-need-to-diet-again Diet
2376,HarperCollins Publishers,8/2/2016,Garth Nix,Clariel: The Lost Abhorsen (Abhorsen Series #4)
2377,Crown/Archetype,4/17/2018,Nico Tortorella,all of it is you.: poetry
2378,"Smith, Gibbs Publisher",3/1/2016,Haily Meyers,All Aboard! National Parks: A Wildlife Primer
2379,Penguin Young Readers Group,3/24/2003,Brian Jacques,Mariel of Redwall (Redwall Series #4)
2380,Salamandra,6/1/2015,J. K. Rowling,Harry Potter y las Relíquias de la Muerte (Harry Potter and the Deathly Hallows)
2381,"Rodale Press, Inc.",3/20/2018,Leah Segedie,"Green Enough: Eat Better, Live Cleaner, Be Happier (All Without Driving Your Family Crazy!)"
2382,Random House Children's Books,3/28/2001,Bonnie Worth,Oh Say Can You Seed?: All About Flowering Plants (Cat in the Hat's Learning Library Series)
2383,Random House Children's Books,12/28/1984,Sydney Taylor,All-of-a-Kind Family
2384,The Crown Publishing Group,9/27/2016,Nadia Bolz-Weber,Accidental Saints: Finding God in All the Wrong People
2385,Random House Children's Books,6/12/2012,David A. Kelly,The All-Star Joker (Ballpark Mysteries Series #5)
2386,Tyndale House Publishers,3/1/2016,John Ortberg,All the Places to Go . . . How Will You Know?: God Has Placed before You an Open Door. What Will You Do?
2387,Gallery/Scout Press; Reprint edition,4/11/2017,Ruth Ware,The Woman in Cabin 10
2388,Pearson,3/30/2016,Shelley Gaskin,GO! All in One: Computer Concepts and Applications / Edition 3
2389,Houghton Mifflin Harcourt,9/11/2012,Ursula K. Le Guin,Tales from Earthsea (Earthsea Series)
2390,HarperCollins Publishers,10/27/2009,C. S. Lewis,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia Series #2): A Celebration of the First Edition"
2391,Image Comics,4/15/2014,Jonathan Hickman,"East of West, Volume 2: We Are All One"
2392,Dalmatian Publishing Group,1/28/2006,Dalmatian Press,Disney Mickey Mouse and All His Friends: 400 Pages of Coloring Fun
2393,Houghton Mifflin Harcourt,4/3/2012,Audrey Vernick,Brothers at Bat: The True Story of an Amazing All-Brother Baseball Team
2394,HarperCollins Publishers,12/29/2015,Rocco DiSpirito,The Negative Calorie Diet: Lose Up to 10 Pounds in 10 Days with 10 All You Can Eat Foods
2395,Random House Children's Books,3/27/2007,Tish Rabe,"My, Oh My--A Butterfly!: All About Butterflies (Cat in the Hat's Learning Library Series)"
2396,Zondervan,3/27/2018,Anne Graham Lotz,The Daniel Key: 20 Choices That Make All the Difference
2397,Random House Children's Books,8/9/2011,Bonnie Worth,"Safari, So Good!: All About African Wildlife (Cat in the Hat's Learning Library Series)"
2398,Harlequin,10/31/2017,Nora Roberts,The Christmas Wish: All I Want for Christmas\First Impressions
2399,Zondervan,4/25/2017,David Green,Giving It All Away...and Getting It All Back Again: The Way of Living Generously
2400,Penguin Young Readers Group,1/31/2008,Donald J. Sobol,Encyclopedia Brown Solves Them All (Encyclopedia Brown Series #5)
2401,St. Martin's Press,4/5/2016,Lisa Lillien,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World
2402,"Scholastic, Inc.",1/1/2010,Sonia Sander,Calling All Cars! (Lego City Adventures Reader Series)
2403,DC Comics,4/25/2017,Scott Snyder,All Star Batman Vol. 1: My Own Worst Enemy (Rebirth) (B&N Exclusive Edition)
2404,Howard Books,8/29/2017,Jeannie Cunnion,Mom Set Free: Find Relief from the Pressure to Get It All Right
2405,"Farrar, Straus and Giroux",3/4/1995,Gerda Weissmann Klein,All But My Life
2406,Salamandra,6/1/2015,J. K. Rowling,Harry Potter y el misterio del príncipe (Harry Potter and the Half-Blood Prince)
2407,McGraw-Hill Education,1/5/2018,Wm. Arthur Conklin,"CompTIA Security+ All-in-One Exam Guide, Fifth Edition (Exam SY0-501)"
2408,Zondervan,7/15/2014,Annie F. Downs,Let's All Be Brave: Living Life with Everything You Have
2409,Knopf Doubleday Publishing Group,9/28/1998,Rick Bragg,All Over but the Shoutin'
2410,"Little, Brown Books for Young Readers",6/17/2014,Lemony Snicket,
2411,Potter/TenSpeed/Harmony,4/4/2017,Elisabeth Prueitt,Tartine All Day: Modern Recipes for the Home Cook
2412,"Llewellyn Worldwide, LTD.",5/28/2007,Josephine Ellershaw,Easy Tarot: Learn to Read the Cards Once and for All!
2413,Penguin Young Readers Group,2/6/2018,Richard Lawson,All We Can Do Is Wait
2414,HarperCollins Publishers,3/5/2002,C. S. Lewis,Prince Caspian (Chronicles of Narnia Series #4)
2415,HarperCollins Publishers,6/3/2014,Garth Nix,Lirael: Daughter of the Clayr (Abhorsen Series #2)
2416,Zondervan,1/6/2015,Karen Ehman,"Keep It Shut: What to Say, How to Say It, and When to Say Nothing at All"
2417,Martini & Olive,5/29/2018,J. Kenner,All Night Long
2418,Penguin Publishing Group,9/28/1999,Brian Jacques,Martin the Warrior (Redwall Series #6)
2419,Dover Publications,5/20/1996,L. Frank Baum,The Wonderful Wizard of Oz
2420,Marvel,12/12/2017,Tom Taylor,All-New Wolverine Vol. 4: Immune
2421,HarperCollins Publishers,9/27/2011,Terry Pratchett,I Shall Wear Midnight: The Fourth Tiffany Aching Adventure (Discworld Series #38)
2422,St. Martin's Press,9/8/2015,James Herriot,Every Living Thing
2423,Houghton Mifflin Harcourt,10/18/2011,Jacques Pepin,Essential Pepin: More Than 700 All-Time Favorites from My Life in Food
2424,HarperCollins Publishers,10/2/2007,Terry Pratchett,Wintersmith: The Third Tiffany Aching Adventure (Discworld Series #35)
2425,Penguin Young Readers Group,5/12/2011,T. A. Barron,The Seven Songs (Merlin Saga Series #2)
2426,Random House Publishing Group,4/25/2017,Dorit Rabinyan,All the Rivers: A Novel
2427,Image Comics,3/11/2014,Robert Kirkman,"The Walking Dead, Volume 20: All Out War, Part 1"
2428,Bloomsbury USA,4/19/2016,Kate Messner,All the Answers
2429,HarperCollins Publishers,6/3/2014,Garth Nix,Abhorsen (Abhorsen Series #3)
2430,Walker & Company,10/25/2011,Matt Tweed,"Sciencia: Mathematics, Physics, Chemistry, Biology, and Astronomy for All"
2431,Sourcebooks,10/3/2017,Natalie D. Richards,We All Fall Down
2432,Random House Children's Books,1/11/2011,Tish Rabe,Why Oh Why Are Deserts Dry?: All About Deserts (Cat in the Hat's Learning Library Series)
2433,Penguin Young Readers Group,5/3/2016,Tara Dairman,The Stars of Summer (All Four Stars Series #2)
2434,"Liturgical Press, The",8/15/2017,James Martin SJ,"In All Seasons, For All Reasons: Praying Throughout the Year"
2435,Wiley,11/30/2016,Stephen L. Nelson,QuickBooks 2017 All-In-One For Dummies
2436,Frances Lincoln Children's Bks,10/6/2016,Angela McAllister,A Year Full of Stories: 52 classic stories from all around the world
2437,"Norton, W. W. & Company, Inc.",9/17/2000,L. Frank Baum,The Annotated Wizard of Oz
2438,Penguin Young Readers Group,5/12/2011,T. A. Barron,The Mirror of Fate (Merlin Saga Series #4)
2439,Simon Spotlight,9/1/1997,Cynthia Rylant,Henry and Mudge and the Best Day of All (Henry and Mudge Series #14)
2440,Feiwel & Friends,8/30/2016,Sandy Hall,Been Here All Along
2441,Salamandra,6/1/2015,J. K. Rowling,Harry Potter y la Orden del Fénix (Harry Potter and the Order of the Phoenix)
2442,Image Comics,7/29/2014,Robert Kirkman,"The Walking Dead, Volume 21: All Out War, Part 2"
2443,Gallery Books,7/25/2017,Jennifer Probst,All or Nothing at All (Billionaire Builders Series #3)
2444,Marvel,5/24/2016,Tom Taylor,All-New Wolverine Vol. 1: The Four Sisters
2445,Image Comics,3/13/2018,Robert Kirkman,The Walking Dead Volume 29: Lines We Cross
2446,CreateSpace Publishing,7/16/2015,Ashton Marshall,"Warren Buffett: Investing & Life Lessons On How To Get Rich, Become Successful & Dominate Your Personal Finance From The Greatest Value Investor Of All Time"
2447,Random House Children's Books,5/23/2017,Princeton Review,"Cracking the GMAT Premium Edition with 6 Computer-Adaptive Practice Tests, 2018: The All-in-One Solution for Your Highest Possible Score"
2448,Random House Children's Books,7/24/2001,Tish Rabe,"Oh, the Things You Can Do that are Good for You!: All About Staying Healthy (Cat in the Hat's Learning Library Series)"
2449,Knopf Doubleday Publishing Group,8/12/2008,Sally Jenkins,"Real All Americans: The Team That Changed a Game, a People, a Nation"
2450,Random House Children's Books,7/22/2014,Golden Books,All Paws on Deck! (Paw Patrol)
2451,Picador,1/2/2018,Brian Alexander,Glass House: The 1% Economy and the Shattering of the All-American Town
2452,Random House Children's Books,4/22/2003,Bonnie Worth,If I Ran the Rain Forest: All About Tropical Rain Forests
2453,Grand Central Publishing,1/28/2007,Ellen Fein,All the Rules: Time-tested Secrets for Capturing the Heart of Mr. Right
2454,Hazelden Publishing,6/5/2012,Patrick J Carnes,A Gentle Path Through the Twelve Steps: The Classic Guide for All People in the Process of Recovery
2455,"Scholastic, Inc.",3/1/2012,Ann E. Burg,All the Broken Pieces
2456,Potter/TenSpeed/Harmony,6/20/2017,American Heart Association,"The New American Heart Association Cookbook, 9th Edition: Revised and Updated with More Than 100 All-New Recipes"
2457,Houghton Mifflin Harcourt,8/17/2009,Mary Downing Hahn,All the Lovely Bad Ones
2458,"Liturgical Press, The",1/15/2018,Gerhard Lohfink,Is This All There Is?: On Resurrection and Eternal Life
2459,B&H Publishing Group,1/1/2014,Candace Cameron Bure,Balancing It All: My Story of Juggling Priorities and Purpose
2460,Houghton Mifflin Harcourt,1/5/2016,Lois Lowry,All About Sam
2461,America's Test Kitchen,9/20/2016,Cook's Illustrated,All-Time Best Appetizers
2462,Random House Publishing Group,3/28/1999,Douglas Adams,"So Long, and Thanks for All the Fish (Hitchhiker's Guide Series #4)"
2463,Cool Springs Press,2/15/2015,Joel Karsten,"Straw Bale Gardens Complete: Breakthrough Vegetable Gardening Method - All-New Information On: Urban & Small Spaces, Organics, Saving Water - Make Your Own Bales With or Without Straw!"
2464,Wiley,10/3/2016,Woody Leonhard,Windows 10 All-In-One For Dummies
2465,Marvel,5/16/2017,Marvel Comics,All-New Wolverine Vol. 3: Enemy of the State II
2466,"Holt, Henry & Company, Inc.",7/21/2009,David Fromkin,A Peace to End All Peace: The Fall of the Ottoman Empire and the Creation of the Modern Middle East (20th Anniversary Edition)
2467,Houghton Mifflin Harcourt,10/25/2016,Josh Katz,"Speaking American: How Y'all, Youse , and You Guys Talk: A Visual Guide"
2468,Ishtar Publishing,7/18/2007,Charles Haanel,The Master Key System (Unabridged Ed. Includes All 28 Parts) By Charles Haanel
2469,Penguin Publishing Group,2/25/2014,Karen Joy Fowler,We Are All Completely Beside Ourselves
2470,Image Comics,4/5/2016,Jonathan Hickman,"East of West, Volume 5: All These Secrets"
2471,Wilder Publications,3/4/2008,Thomas Jefferson,"The Constitution of the United States of America, with the Bill of Rights and all of the Amendments; the Declaration of Independence; and the Articles of Confederation"
2472,Houghton Mifflin Harcourt,12/10/2012,Better Homes and Gardens,Better Homes and Gardens Year-Round Slow Cooker Recipes: More than 500 Recipes for All Seasons
2473,"Harvard Common Press, The",9/12/2017,Cheryl Jamison,"Texas Slow Cooker: 125 Recipes for the Lone Star State's Very Best Dishes, All Slow-Cooked to Perfection"
2474,PublicAffairs,3/29/2016,Nelson A Denis,War Against All Puerto Ricans: Revolution and Terror in America's Colony
2475,Penguin Young Readers Group,1/9/2018,Beatrix Potter,All About Peter
2476,Lark Crafts,11/7/2017,Selina Zhang,The Slime Workshop: 20 DIY Projects to Make Awesome Slimes-All Borax Free!
2477,Random House Children's Books,2/28/2006,Bonnie Worth,I Can Name 50 Trees Today!: All About Trees (Cat in the Hat's Learning Library Series)
2478,"Peter Pauper Press, Incorporated",2/1/2016,Peter Pauper Press,"Our Family Recipes : Preserve and Organize All Your Treasured Family Recipes - Past, Present, and Future - All in This Recipe Journal"
2479,"Anness Publishing, Ltd.",5/16/2012,Holly & David Jones,"Wood-Fired Oven Cookbook: '70 recipes for incredible stone-baked pizzas and breads, roasts, cakes and desserts, all specially devised for the outdoor oven and illustrated in over 400 photographs"
2480,"Scholastic, Inc.",10/3/2017,J. K. Rowling,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition, Collector's Edition (Harry Potter Series #3)"
2481,Knopf Doubleday Publishing Group,7/11/2017,Vita Sackville-West,All Passion Spent
2482,Random House Children's Books,10/28/1999,Tish Rabe,On Beyond Bugs: All About Insects (Cat in the Hat's Learning Library Series)
2483,Time Inc. Books,10/18/2016,The Editors of TIME,100 Photographs: The Most Influential Images of All Time
2484,Chronicle Books LLC,10/13/2015,Grumpy Cat,Grumpy Cat: No-It-All: Everything You Need to No
2485,Penguin Publishing Group,6/27/2017,Marissa A. Ross,Wine. All the Time.: The Casual Guide to Confident Drinking
2486,Dover Publications,11/17/2011,James Gurney,Dinotopia: A Land Apart from Time - The 20th Anniversary Edition
2487,National Geographic Society,3/8/2016,Jennifer Swanson,"National Geographic Kids Everything Robotics: All the Photos, Facts, and Fun to Make You Race for Robots"
2488,Sourcebooks,10/6/2015,Eric Harvey,The Leadership Secrets of Santa Claus (TRADE EDITION): How to Get Big Things Done in YOUR
2489,Houghton Mifflin Harcourt,3/3/2015,Loren Cordain,The Real Paleo Diet Cookbook: 250 All-New Recipes from the Paleo Expert
2490,HarperCollins Publishers,9/28/2000,C. S. Lewis,The Silver Chair (Chronicles of Narnia Series #6)
2491,Charisma Media,8/21/2007,R.T. Kendall,"Total Forgiveness: When Everything in You Wants to Hold a Grudge, Point a Finger, and Remember the Pain. God Wants You to Lay it All Aside."
2492,Penguin Young Readers Group,10/14/2014,Oliver Jeffers,Once Upon an Alphabet: Short Stories for All the Letters
2493,HarperCollins Publishers,10/6/2009,David Rock,"Your Brain at Work: Strategies for Overcoming Distraction, Regaining Focus, and Working Smarter All Day Long"
2494,Penguin Publishing Group,8/27/2002,Brian Jacques,Taggerung (Redwall Series #14)
2495,St. Martin's Press,6/28/2016,Courtney Summers,All the Rage
2496,Penguin Young Readers Group,5/12/2011,T. A. Barron,The Raging Fires (Merlin Saga Series #3)
2497,Martingale & Company,10/17/2017,Lissa Alexander,Moda All-Stars - All in a Row Again: 23 Row-by-Row Quilt Designs
2498,Random House Children's Books,8/10/2010,Bonnie Worth,Ice Is Nice!: All About the North and South Poles (Cat in the Hat's Learning Library Series)
2499,HarperCollins Publishers,9/28/2000,C. S. Lewis,The Last Battle (Chronicles of Narnia Series #7)
2500,Turtleback Books,10/28/2007,William Goldman,The Princess Bride
2501,Da Capo Press,12/12/2017,Scott Ian,Access All Areas: Stories from a Hard Rock Life
2502,Penguin Young Readers Group,4/7/2015,Tara Dairman,All Four Stars (All Four Stars Series #1)
2503,Da Capo Books,7/12/2016,Heather Corinna,"S.E.X., second edition: The All-You-Need-To-Know Sexuality Guide to Get You Through Your Teens and Twenties"
2504,Pearson,11/25/2010,Michael F. Graves,Teaching Reading in the 21st Century: Motivating All Learners / Edition 5
